slug,article_title,file_name,full_path,type,description
"app-development-contract","App Development Contracts: Clauses That Protect You","first-critical-clauses.jpeg","/images/blog/app-development-contract/first-critical-clauses.jpeg","Section","Illustrates the section ""First: critical clauses — do not sign without them""."
"app-development-contract","App Development Contracts: Clauses That Protect You","second-clauses-protect.jpeg","/images/blog/app-development-contract/second-clauses-protect.jpeg","Section","Illustrates the section ""Second: clauses that protect you from surprise costs""."
"app-development-contract","App Development Contracts: Clauses That Protect You","third-commonly-overlooked.jpeg","/images/blog/app-development-contract/third-commonly-overlooked.jpeg","Section","Illustrates the section ""Third: commonly overlooked clauses that cost a lot""."
"app-development-jeddah","App Development in Jeddah: Pricing and Available Options (2026)","hero-banner.jpeg","/images/blog/app-development-jeddah/hero-banner.jpeg","Hero","Wide title banner for ""App Development in Jeddah: Pricing and Available Options (2026)"". Establishes the article subject; the only image guaranteed to be seen, and the one used as the OpenGraph preview."
"app-development-jeddah","App Development in Jeddah: Pricing and Available Options (2026)","cost-breakdown.jpeg","/images/blog/app-development-jeddah/cost-breakdown.jpeg","Data figure","Chart of the article's pricing table (columns: App type | Cost range | Timeline). Restates the numbers visually so the key figures survive skim-reading."
"app-development-jeddah","App Development in Jeddah: Pricing and Available Options (2026)","expected-pricing-2026.jpeg","/images/blog/app-development-jeddah/expected-pricing-2026.jpeg","Section","Illustrates the section ""Expected pricing — 2026""."
"app-development-jeddah","App Development in Jeddah: Pricing and Available Options (2026)","makes-jeddah-projects.jpeg","/images/blog/app-development-jeddah/makes-jeddah-projects.jpeg","Section","Illustrates the section ""What makes Jeddah projects distinct?""."
"app-development-jeddah","App Development in Jeddah: Pricing and Available Options (2026)","three-options.jpeg","/images/blog/app-development-jeddah/three-options.jpeg","Section","Illustrates the section ""Your three options""."
"app-performance-optimization","App Performance Optimisation: A Practical Guide by Priority","hero-banner.jpeg","/images/blog/app-performance-optimization/hero-banner.jpeg","Hero","Wide title banner for ""App Performance Optimisation: A Practical Guide by Priority"". Establishes the article subject; the only image guaranteed to be seen, and the one used as the OpenGraph preview."
"app-performance-optimization","App Performance Optimisation: A Practical Guide by Priority","users-actually-notice.jpeg","/images/blog/app-performance-optimization/users-actually-notice.jpeg","Section","Illustrates the section ""What do users actually notice?""."
"app-performance-optimization","App Performance Optimisation: A Practical Guide by Priority","first-measure-before.jpeg","/images/blog/app-performance-optimization/first-measure-before.jpeg","Section","Illustrates the section ""First: measure before optimising""."
"app-performance-optimization","App Performance Optimisation: A Practical Guide by Priority","second-biggest-wins.jpeg","/images/blog/app-performance-optimization/second-biggest-wins.jpeg","Section","Illustrates the section ""Second: the biggest wins — in order""."
"app-performance-optimization","App Performance Optimisation: A Practical Guide by Priority","third-perception-matters.jpeg","/images/blog/app-performance-optimization/third-perception-matters.jpeg","Section","Illustrates the section ""Third: perception matters more than the number""."
"app-vs-pwa","Mobile App or Responsive Website (PWA)?","hero-banner.jpeg","/images/blog/app-vs-pwa/hero-banner.jpeg","Hero","Wide title banner for ""Mobile App or Responsive Website (PWA)?"". Establishes the article subject; the only image guaranteed to be seen, and the one used as the OpenGraph preview."
"app-vs-pwa","Mobile App or Responsive Website (PWA)?","cost-breakdown.jpeg","/images/blog/app-vs-pwa/cost-breakdown.jpeg","Data figure","Chart of the article's pricing table (columns: Criterion | Native app | PWA / responsive site). Restates the numbers visually so the key figures survive skim-reading."
"app-vs-pwa","Mobile App or Responsive Website (PWA)?","pwa.jpeg","/images/blog/app-vs-pwa/pwa.jpeg","Section","Illustrates the section ""What is a PWA?""."
"app-vs-pwa","Mobile App or Responsive Website (PWA)?","reference-table.jpeg","/images/blog/app-vs-pwa/reference-table.jpeg","Section","Illustrates the section ""The reference table""."
"app-vs-pwa","Mobile App or Responsive Website (PWA)?","download-barrier-biggest.jpeg","/images/blog/app-vs-pwa/download-barrier-biggest.jpeg","Section","Illustrates the section ""The download barrier — the biggest overlooked factor""."
"arabic-web-fonts","Arabic Web Fonts: Performance and Quality Together","hero-banner.jpeg","/images/blog/arabic-web-fonts/hero-banner.jpeg","Hero","Wide title banner for ""Arabic Web Fonts: Performance and Quality Together"". Establishes the article subject; the only image guaranteed to be seen, and the one used as the OpenGraph preview."
"arabic-web-fonts","Arabic Web Fonts: Performance and Quality Together","arabic-fonts-heavier.jpeg","/images/blog/arabic-web-fonts/arabic-fonts-heavier.jpeg","Section","Illustrates the section ""Why are Arabic fonts heavier?""."
"arabic-web-fonts","Arabic Web Fonts: Performance and Quality Together","file-format-first.jpeg","/images/blog/arabic-web-fonts/file-format-first.jpeg","Section","Illustrates the section ""1. File format — the first decision""."
"arabic-web-fonts","Arabic Web Fonts: Performance and Quality Together","ship-only-weights.jpeg","/images/blog/arabic-web-fonts/ship-only-weights.jpeg","Section","Illustrates the section ""2. Ship only the weights you use""."
"arabic-web-fonts","Arabic Web Fonts: Performance and Quality Together","subsetting-biggest-win.jpeg","/images/blog/arabic-web-fonts/subsetting-biggest-win.jpeg","Section","Illustrates the section ""3. Subsetting — the biggest win""."
"choosing-ai-model-arabic","Choosing an AI Model for an Arabic Assistant: Decision Criteria","hero-banner.jpeg","/images/blog/choosing-ai-model-arabic/hero-banner.jpeg","Hero","Wide title banner for ""Choosing an AI Model for an Arabic Assistant: Decision Criteria"". Establishes the article subject; the only image guaranteed to be seen, and the one used as the OpenGraph preview."
"choosing-ai-model-arabic","Choosing an AI Model for an Arabic Assistant: Decision Criteria","first-decision-comes.jpeg","/images/blog/choosing-ai-model-arabic/first-decision-comes.jpeg","Section","Illustrates the section ""First: a decision that comes before choosing a model""."
"choosing-ai-model-arabic","Choosing an AI Model for an Arabic Assistant: Decision Criteria","six-selection-criteria.jpeg","/images/blog/choosing-ai-model-arabic/six-selection-criteria.jpeg","Section","Illustrates the section ""Six selection criteria""."
"choosing-ai-model-arabic","Choosing an AI Model for an Arabic Assistant: Decision Criteria","test-yourself.jpeg","/images/blog/choosing-ai-model-arabic/test-yourself.jpeg","Section","Illustrates the section ""How to test for yourself""."
"choosing-ai-model-arabic","Choosing an AI Model for an Arabic Assistant: Decision Criteria","reducing-cost-without.jpeg","/images/blog/choosing-ai-model-arabic/reducing-cost-without.jpeg","Section","Illustrates the section ""Reducing cost without reducing quality""."
"clean-architecture-flutter","Clean Architecture in Flutter: When Is the Complexity Worth It?","hero-banner.jpeg","/images/blog/clean-architecture-flutter/hero-banner.jpeg","Hero","Wide title banner for ""Clean Architecture in Flutter: When Is the Complexity Worth It?"". Establishes the article subject; the only image guaranteed to be seen, and the one used as the OpenGraph preview."
"clean-architecture-flutter","Clean Architecture in Flutter: When Is the Complexity Worth It?","problem-solves.jpeg","/images/blog/clean-architecture-flutter/problem-solves.jpeg","Section","Illustrates the section ""The problem it solves""."
"clean-architecture-flutter","Clean Architecture in Flutter: When Is the Complexity Worth It?","three-layers.jpeg","/images/blog/clean-architecture-flutter/three-layers.jpeg","Section","Illustrates the section ""The three layers""."
"clean-architecture-flutter","Clean Architecture in Flutter: When Is the Complexity Worth It?","dependency-rule-foundation.jpeg","/images/blog/clean-architecture-flutter/dependency-rule-foundation.jpeg","Section","Illustrates the section ""The dependency rule — the foundation of everything""."
"clean-architecture-flutter","Clean Architecture in Flutter: When Is the Complexity Worth It?","simplified-practical-example.jpeg","/images/blog/clean-architecture-flutter/simplified-practical-example.jpeg","Section","Illustrates the section ""A simplified practical example""."
"clinic-booking-app-cost","How Much Does a Clinic Appointment Booking App Cost? (2026 Guide)","hero-banner.jpeg","/images/blog/clinic-booking-app-cost/hero-banner.jpeg","Hero","Wide title banner for ""How Much Does a Clinic Appointment Booking App Cost? (2026 Guide)"". Establishes the article subject; the only image guaranteed to be seen, and the one used as the OpenGraph preview."
"clinic-booking-app-cost","How Much Does a Clinic Appointment Booking App Cost? (2026 Guide)","cost-breakdown.jpeg","/images/blog/clinic-booking-app-cost/cost-breakdown.jpeg","Data figure","Chart of the article's pricing table (columns: Tier | Features | Cost | Timeline). Restates the numbers visually so the key figures survive skim-reading."
"clinic-booking-app-cost","How Much Does a Clinic Appointment Booking App Cost? (2026 Guide)","determines-cost.jpeg","/images/blog/clinic-booking-app-cost/determines-cost.jpeg","Section","Illustrates the section ""What determines the cost?""."
"clinic-booking-app-cost","How Much Does a Clinic Appointment Booking App Cost? (2026 Guide)","cost-table-2026.jpeg","/images/blog/clinic-booking-app-cost/cost-table-2026.jpeg","Section","Illustrates the section ""Cost table — 2026""."
"clinic-booking-app-cost","How Much Does a Clinic Appointment Booking App Cost? (2026 Guide)","features-price-impact.jpeg","/images/blog/clinic-booking-app-cost/features-price-impact.jpeg","Section","Illustrates the section ""Features and their price impact""."
"delivery-app-cost","Delivery App Development Cost: The Full Breakdown (2026)","hero-banner.jpeg","/images/blog/delivery-app-cost/hero-banner.jpeg","Hero","Wide title banner for ""Delivery App Development Cost: The Full Breakdown (2026)"". Establishes the article subject; the only image guaranteed to be seen, and the one used as the OpenGraph preview."
"delivery-app-cost","Delivery App Development Cost: The Full Breakdown (2026)","cost-breakdown.jpeg","/images/blog/delivery-app-cost/cost-breakdown.jpeg","Data figure","Chart of the article's pricing table (columns: Component | What it does | Share of budget). Restates the numbers visually so the key figures survive skim-reading."
"delivery-app-cost","Delivery App Development Cost: The Full Breakdown (2026)","cost-high-three.jpeg","/images/blog/delivery-app-cost/cost-high-three.jpeg","Section","Illustrates the section ""Why is the cost high? Three apps, not one""."
"delivery-app-cost","Delivery App Development Cost: The Full Breakdown (2026)","cost-table-2026.jpeg","/images/blog/delivery-app-cost/cost-table-2026.jpeg","Section","Illustrates the section ""Cost table — 2026""."
"delivery-app-cost","Delivery App Development Cost: The Full Breakdown (2026)","features-price-impact.jpeg","/images/blog/delivery-app-cost/features-price-impact.jpeg","Section","Illustrates the section ""Features and their price impact""."
"ecommerce-development-cost-saudi","E-Commerce Store Cost in Saudi Arabia (2026)","hero-banner.jpeg","/images/blog/ecommerce-development-cost-saudi/hero-banner.jpeg","Hero","Wide title banner for ""E-Commerce Store Cost in Saudi Arabia (2026)"". Establishes the article subject; the only image guaranteed to be seen, and the one used as the OpenGraph preview."
"ecommerce-development-cost-saudi","E-Commerce Store Cost in Saudi Arabia (2026)","cost-breakdown.jpeg","/images/blog/ecommerce-development-cost-saudi/cost-breakdown.jpeg","Data figure","Chart of the article's pricing table (columns: Store type | Upfront cost | Annual running cost | Timeline | Best for). Restates the numbers visually so the key figures survive skim-reading."
"ecommerce-development-cost-saudi","E-Commerce Store Cost in Saudi Arabia (2026)","three-options-actually.jpeg","/images/blog/ecommerce-development-cost-saudi/three-options-actually.jpeg","Section","Illustrates the section ""The three options: what you are actually buying""."
"ecommerce-development-cost-saudi","E-Commerce Store Cost in Saudi Arabia (2026)","saudi-e-commerce-cost.jpeg","/images/blog/ecommerce-development-cost-saudi/saudi-e-commerce-cost.jpeg","Section","Illustrates the section ""Saudi e-commerce cost table — 2026""."
"ecommerce-development-cost-saudi","E-Commerce Store Cost in Saudi Arabia (2026)","calculation-changes-decision.jpeg","/images/blog/ecommerce-development-cost-saudi/calculation-changes-decision.jpeg","Section","Illustrates the section ""The calculation that changes the decision: three-year cost""."
"educational-app-cost","Educational App Cost: MVP to Full Platform","hero-banner.jpeg","/images/blog/educational-app-cost/hero-banner.jpeg","Hero","Wide title banner for ""Educational App Cost: MVP to Full Platform"". Establishes the article subject; the only image guaranteed to be seen, and the one used as the OpenGraph preview."
"educational-app-cost","Educational App Cost: MVP to Full Platform","cost-breakdown.jpeg","/images/blog/educational-app-cost/cost-breakdown.jpeg","Data figure","Chart of the article's pricing table (columns: Type | What it does | Cost). Restates the numbers visually so the key figures survive skim-reading."
"educational-app-cost","Educational App Cost: MVP to Full Platform","first-which-type.jpeg","/images/blog/educational-app-cost/first-which-type.jpeg","Section","Illustrates the section ""First: which type do you need?""."
"educational-app-cost","Educational App Cost: MVP to Full Platform","features-price-impact.jpeg","/images/blog/educational-app-cost/features-price-impact.jpeg","Section","Illustrates the section ""Features and their price impact""."
"educational-app-cost","Educational App Cost: MVP to Full Platform","ongoing-cost-video.jpeg","/images/blog/educational-app-cost/ongoing-cost-video.jpeg","Section","Illustrates the section ""Ongoing cost: video is the decisive item""."
"fintech-sama-compliance","Fintech in Saudi Arabia: The SAMA Framework","hero-banner.jpeg","/images/blog/fintech-sama-compliance/hero-banner.jpeg","Hero","Wide title banner for ""Fintech in Saudi Arabia: The SAMA Framework"". Establishes the article subject; the only image guaranteed to be seen, and the one used as the OpenGraph preview."
"fintech-sama-compliance","Fintech in Saudi Arabia: The SAMA Framework","first-product-regulated.jpeg","/images/blog/fintech-sama-compliance/first-product-regulated.jpeg","Section","Illustrates the section ""First: is your product regulated?""."
"fintech-sama-compliance","Fintech in Saudi Arabia: The SAMA Framework","second-regulatory-sandbox.jpeg","/images/blog/fintech-sama-compliance/second-regulatory-sandbox.jpeg","Section","Illustrates the section ""Second: the regulatory sandbox""."
"fintech-sama-compliance","Fintech in Saudi Arabia: The SAMA Framework","third-open-banking.jpeg","/images/blog/fintech-sama-compliance/third-open-banking.jpeg","Section","Illustrates the section ""Third: open banking — the 2026 development""."
"fintech-sama-compliance","Fintech in Saudi Arabia: The SAMA Framework","fourth-technical-requirements.jpeg","/images/blog/fintech-sama-compliance/fourth-technical-requirements.jpeg","Section","Illustrates the section ""Fourth: technical requirements""."
"flutter-rtl-arabic-guide","Arabic and RTL Support in Flutter: The Complete Technical Guide","hero-banner.jpeg","/images/blog/flutter-rtl-arabic-guide/hero-banner.jpeg","Hero","Wide title banner for ""Arabic and RTL Support in Flutter: The Complete Technical Guide"". Establishes the article subject; the only image guaranteed to be seen, and the one used as the OpenGraph preview."
"flutter-rtl-arabic-guide","Arabic and RTL Support in Flutter: The Complete Technical Guide","directional-widgets-foundation.jpeg","/images/blog/flutter-rtl-arabic-guide/directional-widgets-foundation.jpeg","Section","Illustrates the section ""1. Directional widgets — the foundation of everything""."
"flutter-rtl-arabic-guide","Arabic and RTL Support in Flutter: The Complete Technical Guide","configuring-locales-direction.jpeg","/images/blog/flutter-rtl-arabic-guide/configuring-locales-direction.jpeg","Section","Illustrates the section ""2. Configuring locales and direction""."
"flutter-rtl-arabic-guide","Arabic and RTL Support in Flutter: The Complete Technical Guide","arabic-fonts.jpeg","/images/blog/flutter-rtl-arabic-guide/arabic-fonts.jpeg","Section","Illustrates the section ""3. Arabic fonts""."
"flutter-rtl-arabic-guide","Arabic and RTL Support in Flutter: The Complete Technical Guide","numerals-perennially-overlooked.jpeg","/images/blog/flutter-rtl-arabic-guide/numerals-perennially-overlooked.jpeg","Section","Illustrates the section ""4. Numerals — the perennially overlooked point""."
"flutter-vs-react-native","Flutter vs React Native: Which Should You Choose? (2026)","hero-banner.jpeg","/images/blog/flutter-vs-react-native/hero-banner.jpeg","Hero","Wide title banner for ""Flutter vs React Native: Which Should You Choose? (2026)"". Establishes the article subject; the only image guaranteed to be seen, and the one used as the OpenGraph preview."
"flutter-vs-react-native","Flutter vs React Native: Which Should You Choose? (2026)","reference-table.jpeg","/images/blog/flutter-vs-react-native/reference-table.jpeg","Section","Illustrates the section ""The reference table""."
"flutter-vs-react-native","Flutter vs React Native: Which Should You Choose? (2026)","differences-actually-matter.jpeg","/images/blog/flutter-vs-react-native/differences-actually-matter.jpeg","Section","Illustrates the section ""The differences that actually matter""."
"flutter-vs-react-native","Flutter vs React Native: Which Should You Choose? (2026)","decision-framework-four.jpeg","/images/blog/flutter-vs-react-native/decision-framework-four.jpeg","Section","Illustrates the section ""The decision framework: four questions""."
"flutter-vs-react-native","Flutter vs React Native: Which Should You Choose? (2026)","choose-neither.jpeg","/images/blog/flutter-vs-react-native/choose-neither.jpeg","Section","Illustrates the section ""When to choose neither""."
"freelancer-vs-agency","Freelancer or Development Agency? A Total Cost Comparison","hero-banner.jpeg","/images/blog/freelancer-vs-agency/hero-banner.jpeg","Hero","Wide title banner for ""Freelancer or Development Agency? A Total Cost Comparison"". Establishes the article subject; the only image guaranteed to be seen, and the one used as the OpenGraph preview."
"freelancer-vs-agency","Freelancer or Development Agency? A Total Cost Comparison","cost-breakdown.jpeg","/images/blog/freelancer-vs-agency/cost-breakdown.jpeg","Data figure","Chart of the article's pricing table (columns: Criterion | Freelancer | Development agency). Restates the numbers visually so the key figures survive skim-reading."
"freelancer-vs-agency","Freelancer or Development Agency? A Total Cost Comparison","reference-table.jpeg","/images/blog/freelancer-vs-agency/reference-table.jpeg","Section","Illustrates the section ""The reference table""."
"freelancer-vs-agency","Freelancer or Development Agency? A Total Cost Comparison","real-risk-single.jpeg","/images/blog/freelancer-vs-agency/real-risk-single.jpeg","Section","Illustrates the section ""The real risk: a single point of failure""."
"freelancer-vs-agency","Freelancer or Development Agency? A Total Cost Comparison","total-cost-over.jpeg","/images/blog/freelancer-vs-agency/total-cost-over.jpeg","Section","Illustrates the section ""Total cost over three years""."
"gulf-payment-gateways","Payment Gateways in the Gulf: Mada, STC Pay, Tabby, and Tamara","hero-banner.jpeg","/images/blog/gulf-payment-gateways/hero-banner.jpeg","Hero","Wide title banner for ""Payment Gateways in the Gulf: Mada, STC Pay, Tabby, and Tamara"". Establishes the article subject; the only image guaranteed to be seen, and the one used as the OpenGraph preview."
"gulf-payment-gateways","Payment Gateways in the Gulf: Mada, STC Pay, Tabby, and Tamara","cost-breakdown.jpeg","/images/blog/gulf-payment-gateways/cost-breakdown.jpeg","Data figure","Chart of the article's pricing table (columns: Method | What it is | Importance in Saudi Arabia). Restates the numbers visually so the key figures survive skim-reading."
"gulf-payment-gateways","Payment Gateways in the Gulf: Mada, STC Pay, Tabby, and Tamara","quick-map.jpeg","/images/blog/gulf-payment-gateways/quick-map.jpeg","Section","Illustrates the section ""The quick map""."
"gulf-payment-gateways","Payment Gateways in the Gulf: Mada, STC Pay, Tabby, and Tamara","mada-gateway-cannot.jpeg","/images/blog/gulf-payment-gateways/mada-gateway-cannot.jpeg","Section","Illustrates the section ""Mada — the gateway you cannot skip""."
"gulf-payment-gateways","Payment Gateways in the Gulf: Mada, STC Pay, Tabby, and Tamara","buy-now-pay.jpeg","/images/blog/gulf-payment-gateways/buy-now-pay.jpeg","Section","Illustrates the section ""Buy now, pay later (Tabby and Tamara) — bigger than you'd expect""."
"health-apps-uae-compliance","Health Apps in the UAE: Dubai Health Authority Requirements","hero-banner.jpeg","/images/blog/health-apps-uae-compliance/hero-banner.jpeg","Hero","Wide title banner for ""Health Apps in the UAE: Dubai Health Authority Requirements"". Establishes the article subject; the only image guaranteed to be seen, and the one used as the OpenGraph preview."
"health-apps-uae-compliance","Health Apps in the UAE: Dubai Health Authority Requirements","first-licensing-precedes.jpeg","/images/blog/health-apps-uae-compliance/first-licensing-precedes.jpeg","Section","Illustrates the section ""First: licensing precedes technology""."
"health-apps-uae-compliance","Health Apps in the UAE: Dubai Health Authority Requirements","second-data-residency.jpeg","/images/blog/health-apps-uae-compliance/second-data-residency.jpeg","Section","Illustrates the section ""Second: data residency — an architectural constraint, not an option""."
"health-apps-uae-compliance","Health Apps in the UAE: Dubai Health Authority Requirements","third-integration-with.jpeg","/images/blog/health-apps-uae-compliance/third-integration-with.jpeg","Section","Illustrates the section ""Third: integration with the health information exchange""."
"health-apps-uae-compliance","Health Apps in the UAE: Dubai Health Authority Requirements","fourth-published-technical.jpeg","/images/blog/health-apps-uae-compliance/fourth-published-technical.jpeg","Section","Illustrates the section ""Fourth: the published technical requirements""."
"hijri-dates-guide","Hijri Dates in Applications: A Practical Technical Guide","hero-banner.jpeg","/images/blog/hijri-dates-guide/hero-banner.jpeg","Hero","Wide title banner for ""Hijri Dates in Applications: A Practical Technical Guide"". Establishes the article subject; the only image guaranteed to be seen, and the one used as the OpenGraph preview."
"hijri-dates-guide","Hijri Dates in Applications: A Practical Technical Guide","rule-one-separate.jpeg","/images/blog/hijri-dates-guide/rule-one-separate.jpeg","Section","Illustrates the section ""Rule one: separate storage from display""."
"hijri-dates-guide","Hijri Dates in Applications: A Practical Technical Guide","rule-two-there.jpeg","/images/blog/hijri-dates-guide/rule-two-there.jpeg","Section","Illustrates the section ""Rule two: there is no single Hijri calendar""."
"hijri-dates-guide","Hijri Dates in Applications: A Practical Technical Guide","conversion-browser-intl.jpeg","/images/blog/hijri-dates-guide/conversion-browser-intl.jpeg","Section","Illustrates the section ""Conversion in the browser — `Intl` is built in""."
"hijri-dates-guide","Hijri Dates in Applications: A Practical Technical Guide","conversion-flutter.jpeg","/images/blog/hijri-dates-guide/conversion-flutter.jpeg","Section","Illustrates the section ""Conversion in Flutter""."
"hosting-comparison","Hosting Your Site: Vercel, AWS, or Local Hosting?","hero-banner.jpeg","/images/blog/hosting-comparison/hero-banner.jpeg","Hero","Wide title banner for ""Hosting Your Site: Vercel, AWS, or Local Hosting?"". Establishes the article subject; the only image guaranteed to be seen, and the one used as the OpenGraph preview."
"hosting-comparison","Hosting Your Site: Vercel, AWS, or Local Hosting?","cost-breakdown.jpeg","/images/blog/hosting-comparison/cost-breakdown.jpeg","Data figure","Chart of the article's pricing table (columns: Option | Suits | Monthly cost). Restates the numbers visually so the key figures survive skim-reading."
"hosting-comparison","Hosting Your Site: Vercel, AWS, or Local Hosting?","four-options.jpeg","/images/blog/hosting-comparison/four-options.jpeg","Section","Illustrates the section ""The four options""."
"hosting-comparison","Hosting Your Site: Vercel, AWS, or Local Hosting?","deployment-platforms-default.jpeg","/images/blog/hosting-comparison/deployment-platforms-default.jpeg","Section","Illustrates the section ""Deployment platforms — the default for most sites""."
"hosting-comparison","Hosting Your Site: Vercel, AWS, or Local Hosting?","major-cloud-complex.jpeg","/images/blog/hosting-comparison/major-cloud-complex.jpeg","Section","Illustrates the section ""Major cloud — for complex platforms""."
"maintenance-inhouse-vs-contract","In-House Maintenance or a Contract?","hero-banner.jpeg","/images/blog/maintenance-inhouse-vs-contract/hero-banner.jpeg","Hero","Wide title banner for ""In-House Maintenance or a Contract?"". Establishes the article subject; the only image guaranteed to be seen, and the one used as the OpenGraph preview."
"maintenance-inhouse-vs-contract","In-House Maintenance or a Contract?","cost-breakdown.jpeg","/images/blog/maintenance-inhouse-vs-contract/cost-breakdown.jpeg","Data figure","Chart of the article's pricing table (columns: Type | What it is | Who pays?). Restates the numbers visually so the key figures survive skim-reading."
